Name,Description,Purchase Price,Sell Price,Defense Power,Magic Defense Power,Gender
Fisherman's Knit Cap,"A warm knit cap for fishermen, warding off the cold.",60,30,1,0,Unisex
Shepherd's Wool Cap,"A simple wool cap worn by shepherds, providing warmth.",40,20,0,0,Unisex
Farmer's Sun Hat,"A wide sun hat for farmers, protecting from the sun's glare.",35,17,0,0,Unisex
Brewer's Cap,"A traditional cap worn by brewers, ensuring good spirits.",70,35,0,1,Unisex
Baker's Toque,"A tall white hat worn by bakers, protecting their hair and symbolizing their craft.",60,30,0,0,Unisex
Innkeeper's Headband,"A simple headband worn by innkeepers, offering a welcoming demeanor.",40,20,0,1,Unisex
Merchant's Turban,"A practical turban worn by merchants, suitable for travel.",90,45,0,2,Unisex
Caravan Master's Helm,"A sturdy helm worn by caravan masters, protecting during long journeys.",200,100,6,0,Unisex
Sailor's Sou'wester,"A waterproof hat worn by sailors, protecting from spray and rain.",70,35,1,0,Unisex
Pirate Captain's Tricorne,"A classic pirate captain's hat, inspiring fear and loyalty.",300,150,7,0,Unisex
Buccaneer's Bandana,"A colorful bandana worn by buccaneers, signifying their adventurous spirit.",50,25,2,0,Unisex
Explorer's Pith Helmet,"A classic pith helmet for explorers, offering sun protection in exotic lands.",120,60,3,0,Unisex
Big Game Hunter's Hat,"A distinctive hat worn by big game hunters, indicating their prowess.",250,125,8,0,Unisex
Safari Hat,"A practical hat for safaris, providing sun protection and camouflage.",100,50,2,0,Unisex
Forester's Cap,"A cap for foresters, blending in with nature and providing light protection.",80,40,2,0,Unisex
Gardener's Hat,"A wide-brimmed hat for gardeners, protecting from the sun.",30,15,0,0,Unisex
Florist's Garland,"A delicate garland of flowers worn by florists, imbued with subtle nature magic.",90,45,0,4,Female
Zoologist's Headband,"A headband that aids zoologists in understanding animal behavior.",100,50,0,3,Unisex
Botanist's Circlet,"A circlet that enhances a botanist's knowledge of plants and their properties.",110,55,0,5,Unisex
Geologist's Hard Hat,"A hard hat used by geologists, protecting from falling rocks.",100,50,3,0,Unisex
Astronomer's Hood,"A hood that aids astronomers in observing the night sky.",120,60,0,6,Unisex
Historian's Spectacles,"Spectacles that aid historians in deciphering ancient texts.",80,40,0,2,Unisex
Librarian's Eye-shade,"An eye-shade that helps librarians focus on their reading.",50,25,0,1,Unisex
Cartographer's Compass Helm,"A helm with an integrated compass, aiding cartographers in mapping.",150,75,0,4,Unisex
Artist's Beret,"A classic beret worn by artists, inspiring creativity and vision.",60,30,0,1,Unisex
Musician's Headband,"A headband that helps musicians maintain rhythm and harmony.",70,35,0,2,Unisex
Poet's Laurel Wreath,"A laurel wreath worn by poets, inspiring eloquence.",90,45,0,3,Unisex
Writer's Quill Cap,"A cap with a quill, aiding writers in their craft.",80,40,0,2,Unisex
Orator's Headpiece,"A stately headpiece worn by orators, enhancing their persuasive abilities.",130,65,0,5,Unisex
Diplomat's Hat,"A refined hat worn by diplomats, conveying respect and authority.",140,70,0,4,Unisex
Negotiator's Headband,"A headband that aids negotiators in finding common ground.",110,55,0,3,Unisex
Spy's Disguise Hat,"A simple hat used by spies to blend into crowds.",40,20,0,0,Unisex
Infiltrator's Mask,"A dark mask worn by infiltrators, aiding in covert operations.",160,80,3,0,Unisex
Sentry's Helmet,"A standard helmet for sentries, providing reliable protection.",180,90,5,0,Unisex
Bodyguard's Helm,"A heavy helm for bodyguards, ensuring the protection of their charge.",250,125,8,0,Male
Executioner's Hood,"A grim hood worn by executioners, concealing their identity.",300,150,9,0,Unisex
Jailer's Helmet,"A sturdy helmet for jailers, protecting them from inmates.",190,95,6,0,Unisex
Judge's Wig,"A formal wig worn by judges, symbolizing justice and authority.",100,50,0,2,Unisex
Lawyer's Headband,"A modest headband for lawyers, aiding in quick thinking.",80,40,0,1,Unisex
Doctor's Head Mirror,"A reflective mirror worn by doctors, aiding in examinations.",70,35,0,2,Unisex
Nurse's Cap,"A simple cap worn by nurses, symbolizing care and dedication.",50,25,0,1,Female
Patient's Headwrap,"A soft headwrap for patients, offering comfort.",20,10,0,0,Unisex
Apothecary's Goggles,"Protective goggles worn by apothecaries, for handling volatile concoctions.",100,50,0,4,Unisex
Undertaker's Top Hat,"A solemn top hat worn by undertakers, reflecting their profession.",90,45,0,0,Unisex
Gravekeeper's Lantern Helm,"A helm with an integrated lantern, aiding gravekeepers at night.",150,75,4,0,Unisex
Funeral Director's Bowler Hat,"A formal bowler hat worn by funeral directors, conveying professionalism.",80,40,0,0,Unisex
Mourner's Veil,"A dark veil worn by mourners, symbolizing grief.",70,35,0,0,Female
Spirit Medium's Headband,"A headband that aids spirit mediums in communicating with the deceased.",160,80,0,8,Unisex
Exorcist's Headpiece,"A holy headpiece worn by exorcists, warding off demonic influence.",180,90,0,9,Unisex
Inquisitor's Blindfold,"A blindfold worn by certain inquisitors, allowing them to focus on inner vision.",170,85,0,7,Unisex
Zealot's Headwrap,"A simple headwrap worn by zealots, signifying their fervent devotion.",90,45,0,3,Unisex
Fanatic's Mask,"A terrifying mask worn by fanatics, inspiring fear and unwavering loyalty.",200,100,6,0,Unisex
Heretic's Mark Headband,"A cursed headband that marks the wearer as a heretic.",100,50,0,0,Unisex
Apostate's Hood,"A dark hood worn by apostates, symbolizing their rejection of faith.",120,60,0,2,Unisex
Cultist's Hood,"A sinister hood worn by cultists, aiding in dark rituals.",150,75,0,6,Unisex
Sacrifice's Shroud,"A simple shroud for ritual sacrifices, offering no protection.",10,5,0,0,Unisex
Ritualist's Mask,"A ceremonial mask worn by ritualists, enhancing their arcane ceremonies.",180,90,0,9,Unisex
Divination Orb Helm,"A helm with a scrying orb, aiding in divination.",220,110,0,11,Unisex
Seer's Eyepatch,"An eyepatch worn by seers, sometimes to focus their prophetic visions.",130,65,0,7,Unisex
Mystic's Headband,"A simple headband worn by mystics, aiding in meditation and enlightenment.",140,70,0,8,Unisex
Enlightened One's Crown,"A crown worn by those who have achieved enlightenment, radiating inner peace.",2500,1250,0,25,Unisex
Ascendant's Halo,"A halo that signifies ascension to a higher plane of existence.",2800,1400,0,28,Unisex
Nirvana Helm,"A helm that grants the wearer a state of ultimate peace and detachment.",3000,1500,0,30,Unisex
Sage's Circlet of Ages,"A circlet that grants access to the wisdom of all ages.",3200,1600,0,32,Unisex
Prophet's Crown of Foretelling,"A crown that grants glimpses of future events, both good and ill.",3500,1750,0,35,Unisex
Oracle's Divine Sight Orb,"An orb integrated into a helm, granting omniscient vision.",3800,1900,0,38,Unisex
Cosmic Wanderer's Hood,"A hood that aids wanderers across the cosmos, protecting them from stellar energies.",4000,2000,10,30,Unisex
Starlight Helm,"A helm that gathers starlight, empowering the wearer with celestial energy.",4200,2100,12,32,Unisex
Nebula Veil,"A veil that shimmers with the colors of a nebula, concealing the wearer's true form.",4500,2250,0,35,Female
Solar Flare Diadem,"A diadem that radiates solar energy, providing protection and offensive power.",4800,2400,15,38,Female
Lunar Embrace Tiara,"A tiara that glows with moonlight, enhancing nocturnal abilities and grace.",4700,2350,0,37,Female
Galactic Core Helm,"A helm infused with the power of a galactic core, granting immense cosmic power.",5000,2500,20,40,Unisex
Universe Shard Helm,"A helm made from fragments of the universe itself, granting unimaginable power.",5500,2750,25,45,Unisex
Reality Anchor Helm,"A helm that anchors the wearer to reality, preventing temporal or dimensional displacement.",6000,3000,30,50,Unisex
Dream Weaver's Tiara,"A tiara that allows the wearer to weave dreams into reality.",6500,3250,0,55,Female
Nightmare King's Crown,"A crown that harnesses nightmares, turning them into tangible fear for enemies.",7000,3500,35,60,Male
Eternal Slumber Helm,"A helm that puts enemies into an eternal slumber, rendering them harmless.",7500,3750,0,65,Unisex
Void Gazer's Crown,"A crown that allows deep gazes into the void, granting forbidden knowledge.",8000,4000,40,70,Unisex
Chaos Lord's Helm,"A helm of pure chaos, granting unpredictable and devastating power.",8500,4250,45,75,Male
Order Keeper's Helm,"A helm that imposes order on chaos, suppressing unruly energies.",9000,4500,50,80,Unisex
Balance Keeper's Helm,"A helm that maintains the balance between light and darkness, good and evil.",9500,4750,55,85,Unisex
Truth Seeker's Helm,"A helm that reveals the truth, cutting through illusions and lies.",10000,5000,0,90,Unisex
Knowledge Bringer's Crown,"A crown that bestows immense knowledge upon the wearer.",10500,5250,0,95,Unisex
Wisdom Giver's Helm,"A helm that grants profound wisdom, allowing the wearer to see beyond.",11000,5500,0,100,Unisex
Destruction Helm,"A helm that embodies pure destruction, increasing offensive power exponentially.",12000,6000,100,0,Male
Creation Helm,"A helm that embodies pure creation, allowing for the manifestation of wonders.",12000,6000,0,100,Female
Life Bringer's Circlet,"A circlet that radiates life energy, healing all around the wearer.",11500,5750,0,98,Female
Death Giver's Helm,"A helm that radiates death energy, bringing ruin to enemies.",11500,5750,98,0,Male
Light's Beacon Helm,"A helm that acts as a beacon of pure light, dispelling all darkness.",13000,6500,0,105,Unisex
Shadow's Embrace Helm,"A helm that embodies pure shadow, allowing the wearer to command darkness.",13000,6500,105,0,Unisex
Elemental Lord's Crown,"A crown that grants mastery over all four classical elements.",14000,7000,50,50,Unisex
Time Lord's Helm,"A helm that grants absolute control over time itself, allowing reality rewriting.",15000,7500,75,75,Unisex
Space Lord's Helm,"A helm that grants absolute control over space, allowing teleportation and reality warping.",15000,7500,75,75,Unisex
Cosmic Lord's Helm,"A helm that grants dominion over both time and space, truly omnipotent.",20000,10000,100,100,Unisex
